MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,France,NA,18 - 24 years,14,12,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,81074
I am a developer by profession,Employed full-time,Ireland,NA,18 - 24 years,20,14,10 to 19 employees,Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,1232316
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,22,18,10 to 19 employees,Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,1102596
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,15,9,20 to 99 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,81074
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,9,3,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,Daily or almost daily,25-34 years old,Man,No,75669
I am a developer by profession,Employed full-time,Switzerland,NA,18 - 24 years,7,1,20 to 99 employees,Monthly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,60984
I am a developer by profession,Employed full-time,Spain,NA,5 - 10 years,9,2,"5,000 to 9,999 employees",Yearly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,18-24 years old,Man,No,39456
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,9,5,500 to 999 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,41077
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,13,5,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,45401
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,22,11,2 to 9 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,77556
I am a developer by profession,Employed full-time,Sweden,NA,5 - 10 years,15,2,10 to 19 employees,Monthly,Linux-based,Multiple times per day,No,NA,25-34 years old,Man,No,46020
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,15,10,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,43239
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Switzerland,NA,11 - 17 years,10,4,"5,000 to 9,999 employees",Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,18-24 years old,Woman,No,81319
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,32,17,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,Daily or almost daily,35-44 years old,Man,No,48094
I am a developer by profession,Employed full-time,Denmark,NA,11 - 17 years,10,5,"1,000 to 4,999 employees",Monthly,Windows,Multiple times per day,Yes,Daily or almost daily,25-34 years old,Man,No,93264
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,17,11,"10,000 or more employees",Yearly,MacOS,Multiple times per day,Yes,Daily or almost daily,35-44 years old,Man,No,68642
I am a developer by profession,Employed full-time,Italy,NA,18 - 24 years,12,8,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,24863
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Belgium,NA,11 - 17 years,15,3,"1,000 to 4,999 employees",Monthly,Windows,A few times per week,Yes,A few times per month or weekly,45-54 years old,Man,No,110256
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,8,2,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,64859
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,11,7,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,69183
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,34,22,2 to 9 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,92964
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,10,6,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,54049
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,20,5,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,59454
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,18,2,10 to 19 employees,Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,44184
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,27,15,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,56211
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,18,7,"5,000 to 9,999 employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,84316
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,5,4,500 to 999 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,18-24 years old,Man,No,90482
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,15,3,"1,000 to 4,999 employees",Monthly,MacOS,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,40332
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,11,1,"1,000 to 4,999 employees",Yearly,Windows,A few times per month or weekly,No,NA,18-24 years old,Man,No,40070
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,45 - 54 years,41,17,I don’t know,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,52996
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,20,13,"1,000 to 4,999 employees",Yearly,Windows,A few times per month or weekly,Yes,A few times per month or weekly,35-44 years old,Man,No,102693
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,43,24,10 to 19 employees,Yearly,MacOS,Multiple times per day,Yes,Daily or almost daily,45-54 years old,Man,No,77556
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,31,14,"1,000 to 4,999 employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,36193
I am a developer by profession,Employed full-time,Italy,NA,35 - 44 years,15,12,"10,000 or more employees",Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,54049
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,17,10,10 to 19 employees,Yearly,Linux-based,Daily or almost daily,No,NA,25-34 years old,Man,No,96945
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,7,3,"10,000 or more employees",Yearly,Windows,A few times per week,No,NA,18-24 years old,Man,No,28437
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,10,3,2 to 9 employees,Monthly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,18-24 years old,Man,No,42528
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,15,7,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,96945
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,15,5,100 to 499 employees,Monthly,Linux-based,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,121500
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,17,13,20 to 99 employees,Monthly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,55848
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,5,1,"10,000 or more employees",Monthly,Windows,Multiple times per day,Yes,A few times per month or weekly,18-24 years old,Man,No,325728
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Poland,NA,11 - 17 years,6,2,"10,000 or more employees",Monthly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,27336
I am a developer by profession,Employed full-time,Germany,NA,5 - 10 years,23,9,20 to 99 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,86478
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,16,10,2 to 9 employees,Monthly,Linux-based,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,41508
I am a developer by profession,Employed full-time,Sweden,NA,18 - 24 years,16,12,"10,000 or more employees",Monthly,Windows,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,58908
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,5,3,100 to 499 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,67021
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,6,2,2 to 9 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,18-24 years old,Man,No,36193
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,8,3,20 to 99 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,57292
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,15,9,20 to 99 employees,Monthly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,45564
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,16,9,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,54049
I am a developer by profession,Employed full-time,Finland,NA,11 - 17 years,30,19,100 to 499 employees,Yearly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,86478
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,14,14,500 to 999 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,103408
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,21,15,10 to 19 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,106731
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,18,7,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,64805
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,15,10,"1,000 to 4,999 employees",Monthly,Linux-based,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,116520
I am a developer by profession,Employed full-time,Portugal,NA,18 - 24 years,17,8,"1,000 to 4,999 employees",Monthly,MacOS,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,28536
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,8,7,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,96207
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,15,2,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,49119
I am a developer by profession,Employed full-time,Switzerland,NA,5 - 10 years,18,11,100 to 499 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,162638
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,5,3,10 to 19 employees,Monthly,Windows,Multiple times per day,Yes,Daily or almost daily,18-24 years old,Man,No,103776
I am a developer by profession,Employed full-time,Spain,NA,18 - 24 years,17,8,20 to 99 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,31348
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,20,11,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,109871
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,8,3,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,71093
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,10,2,10 to 19 employees,Monthly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,47556
I am a developer by profession,Employed full-time,Sweden,NA,18 - 24 years,12,12,100 to 499 employees,Monthly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,67500
I am a developer by profession,Employed full-time,Germany,NA,5 - 10 years,14,7,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,40212
I am a developer by profession,Employed full-time,Austria,NA,11 - 17 years,10,6,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,Daily or almost daily,35-44 years old,Man,No,97288
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Poland,NA,11 - 17 years,25,10,"1,000 to 4,999 employees",Monthly,Windows,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,13968
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,10,2,500 to 999 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,18-24 years old,Man,No,64630
I am a developer by profession,Employed full-time,France,NA,5 - 10 years,30,17,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,42158
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,20,12,"10,000 or more employees",Monthly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,84312
I am a developer by profession,Employed full-time,Denmark,NA,11 - 17 years,12,6,20 to 99 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,96969
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,10,7,20 to 99 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,47023
I am a developer by profession,Employed full-time,Poland,NA,18 - 24 years,8,5,500 to 999 employees,Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,85000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Poland,NA,11 - 17 years,11,6,"10,000 or more employees",Yearly,Linux-based,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,100000
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,18,15,2 to 9 employees,Yearly,MacOS,A few times per month or weekly,Yes,A few times per month or weekly,35-44 years old,Man,No,81074
I am a developer by profession,Employed full-time,Norway,NA,5 - 10 years,12,8,2 to 9 employees,Yearly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,48553
I am a developer by profession,Employed full-time,Belgium,NA,5 - 10 years,25,16,20 to 99 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,86478
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,10,6,10 to 19 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,71345
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,NA,11 - 17 years,40,32,100 to 499 employees,Yearly,Linux-based,Multiple times per day,Yes,A few times per week,55-64 years old,Man,No,59454
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,11 - 17 years,11,2,"1,000 to 4,999 employees",Monthly,Windows,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,37188
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,38,21,20 to 99 employees,Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,91883
I am a developer by profession,Employed full-time,Spain,NA,5 - 10 years,30,20,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,70264
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,8,2,20 to 99 employees,Monthly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,10380
I am a developer by profession,Employed full-time,France,NA,5 - 10 years,30,20,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,A few times per week,35-44 years old,Man,No,45401
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,16,8,"1,000 to 4,999 employees",Yearly,Linux-based,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,36753
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,11 - 17 years,14,10,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,151337
I am a developer by profession,Employed full-time,Norway,NA,5 - 10 years,35,22,20 to 99 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,107895
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,13,3,500 to 999 employees,Yearly,Linux-based,A few times per week,No,NA,25-34 years old,Man,No,21187
I am a developer by profession,Employed full-time,Poland,NA,5 - 10 years,9,3,"1,000 to 4,999 employees",Monthly,Windows,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,34020
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,14,10,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,71093
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,22,15,10 to 19 employees,Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,19452
I am a developer by profession,Employed full-time,Germany,NA,45 - 54 years,18,NA,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,94586
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,NA,11 - 17 years,12,7,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,75669
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,12,3,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,No,NA,25-34 years old,Man,No,43239
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,6,3,10 to 19 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,37834
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,32,23,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,Multiple times per day,45-54 years old,Man,No,71093
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,15,5,100 to 499 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,64859
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,6,5,I don’t know,Monthly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,853116
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Spain,NA,11 - 17 years,12,7,"10,000 or more employees",Monthly,Other (please specify):,Multiple times per day,Yes,Multiple times per day,35-44 years old,Man,No,25944
I am a developer by profession,Employed full-time,Austria,NA,5 - 10 years,22,13,100 to 499 employees,Yearly,Windows,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,68967
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,17,12,"5,000 to 9,999 employees",Yearly,Linux-based,A few times per month or weekly,No,NA,25-34 years old,Man,No,73507
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,10,3,"1,000 to 4,999 employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,21620
I am a developer by profession,Employed full-time,France,NA,18 - 24 years,7,3,I don’t know,Monthly,Linux-based,Multiple times per day,Yes,Multiple times per day,18-24 years old,Man,No,32424
I am a developer by profession,Employed full-time,Austria,NA,11 - 17 years,15,6,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,54049
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,27,24,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,Multiple times per day,45-54 years old,Man,No,77556
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,12,2,2 to 9 employees,Monthly,Windows,Daily or almost daily,Yes,A few times per month or weekly,18-24 years old,Man,No,387780
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,15,9,100 to 499 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,180963
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,17,12,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,No,NA,25-34 years old,Man,No,86478
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,NA,11 - 17 years,20,4,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,51887
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,15,10,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,77831
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,20,16,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,69542
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,11,6,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,71093
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,26,24,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,45-54 years old,Man,No,81433
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,4,4,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Not sure/can't remember,NA,25-34 years old,Man,No,64630
I am a developer by profession,Employed full-time,Portugal,NA,18 - 24 years,4,2,20 to 99 employees,Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,32424
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,4,Less than 1 year,10 to 19 employees,Monthly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,18-24 years old,Man,No,12756
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,NA,11 - 17 years,15,9,"10,000 or more employees",Yearly,Windows,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,54049
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Spain,NA,5 - 10 years,30,5,"5,000 to 9,999 employees",Monthly,Linux-based,A few times per week,No,NA,35-44 years old,Man,No,27240
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,11 - 17 years,3,2,100 to 499 employees,Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,36324
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,25,18,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,180963
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,35 - 44 years,4,4,"10,000 or more employees",Monthly,Windows,Multiple times per day,Yes,Daily or almost daily,35-44 years old,Man,No,31020
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,20,10,"10,000 or more employees",Monthly,Linux-based,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,45564
I am a developer by profession,Employed full-time,Norway,NA,11 - 17 years,16,13,100 to 499 employees,Yearly,MacOS,A few times per week,No,NA,35-44 years old,Man,No,97106
I am a developer by profession,Employed full-time,Austria,NA,11 - 17 years,20,14,20 to 99 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,86478
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,20,17,20 to 99 employees,Monthly,Windows,Multiple times per day,Yes,Daily or almost daily,45-54 years old,Man,No,51888
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,8,3,100 to 499 employees,Yearly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,22701
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,11 - 17 years,40,35,"1,000 to 4,999 employees",Monthly,Windows,Multiple times per day,Yes,Multiple times per day,55-64 years old,Man,No,103776
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,21,9,100 to 499 employees,Yearly,Windows,A few times per week,No,NA,35-44 years old,Man,No,121979
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,13,5,"5,000 to 9,999 employees",Yearly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,109565
I am a developer by profession,Employed full-time,Iceland,NA,5 - 10 years,20,10,500 to 999 employees,Monthly,Linux-based,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,64860
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,6,3,20 to 99 employees,Monthly,MacOS,A few times per month or weekly,No,NA,25-34 years old,Man,No,775560
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,5 - 10 years,6,5,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,91883
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,13,10,20 to 99 employees,Yearly,Linux-based,Multiple times per day,Yes,A few times per week,35-44 years old,Man,No,110260
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,4,2,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,43239
I am a developer by profession,Employed full-time,Ireland,NA,11 - 17 years,28,7,"10,000 or more employees",Monthly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,1556616
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,12,11,"1,000 to 4,999 employees",Yearly,Windows,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,121979
I am a developer by profession,Employed full-time,France,NA,18 - 24 years,22,19,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Yes,A few times per week,35-44 years old,Man,No,75669
I am a developer by profession,Employed full-time,Denmark,NA,11 - 17 years,7,2,100 to 499 employees,Monthly,Linux-based,Multiple times per day,Not sure/can't remember,NA,18-24 years old,Man,No,7296
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,11 - 17 years,20,11,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,A few times per week,35-44 years old,Man,No,86478
I am a developer by profession,Employed full-time,Austria,NA,18 - 24 years,32,32,500 to 999 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,70264
